category,question_title,question_content,question_date,question_url
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
Giải phẫu bệnh,Heavy metal test,Do you have heavy metal test? From urine or from hair? I want to know if i have heavy metal in my body.,06/11/2019,https://medlatec.vn/hoi-dap/heavy-metal-test-c28-q41551#traloi
Giải phẫu bệnh,Vết thương khâu,E bị đứt tay khâu 5 mũi. Khi rút chỉ có chỗ bị hở do khâu thưa. Thế có sao k ạ. Rút chỉ dk 1 tuần e thấy chỗ hở vẫn chưa liền da,03/10/2019,https://medlatec.vn/hoi-dap/vet-thuong-khau-c28-q39482#traloi
Giải phẫu bệnh,viêm loét dạ dày,Em bị loét dạ dày nhưq đã phẫu thuật cắt bỏ chỗ bị loét.. cho em hỏi bệnh có tái lại khôq ạ? Và biễu hiện tái lái của bệnh..,02/04/2019,https://medlatec.vn/hoi-dap/viem-loet-da-day-c28-q32520#traloi
Giải phẫu bệnh,đọc kết quả,Chào bác sĩ! Bác sĩ giải đáp giúp kết quả của bé giúp e ạ,25/02/2019,https://medlatec.vn/hoi-dap/doc-ket-qua-c28-q31833#traloi
Giải phẫu bệnh,giải đáp,"Hôm nay tôi làm xét nghiệm máu của melatec, tôi đã nhận được kết quả nhưng không thấy ghi chẩn đoán nên tôi không biết mình bị làm sao? Bác sĩ đọc giúp tôi mã kết quả 11121066320! Tôi xin chân thành cảm ơn!!!",22/12/2018,https://medlatec.vn/hoi-dap/giai-dap-c28-q31024#traloi
Giải phẫu bệnh,Tư vấn về kết quả sinh thiết polyp trực tràng,"Tôi bị polyp đại tràng, trực tràng kết quả sinh thiết như sau: Đại tràng: Bác sĩ kết luận là Adenome tubuleux, loạn sản vừa. Trực tràng: Bác sĩ kết luận là: U tuyến ống, loạn sản nặng. Xin bác sĩ tư vấn giúp tôi thời gian tới phải làm thế nào, phải điều trị như thế nào ? Xin cảm ơn bác sĩ !",22/08/2018,https://medlatec.vn/hoi-dap/tu-van-ve-ket-qua-sinh-thiet-polyp-truc-trang-c28-q29457#traloi
Giải phẫu bệnh,Sinh thiết tế bào,Chào BS tối qua ngủ dậy tôi có cảm giác đau vùng vai gáy kèm nhức đầu. Chiều cùng ngày tôi sờ thì có thấy nổi 1 hạch sau gáy trái. Hiện ko bị viêm nhiễm gì. Hạch ấn thấy đau và vùng sau gáy trái vẫn đau. Hỏi giờ muốn sinh thiết hay xét nghiệm tế bào hạch này ạ. Thời gian nhanh ko. Và ở bắc ninh có địa điểm nào ko,13/02/2018,https://medlatec.vn/hoi-dap/sinh-thiet-te-bao-c28-q27723#traloi
Giải phẫu bệnh,Xét nghiệm tổng quát,"Chào trung tâm, hiện tại tôi 30 tuổi, sức khỏe bình thường, tôi muốn xét nghiệm - khám để phát hiện bệnh, hoặc mầm bệnh ung thư toàn cơ thể, để phát hiện bệnh tôi cần làm những xét nghiệm, thủ thuật gì ? Tại TPHCM trung tâm có thể làm được không ? Chi phí trọn gói là bao nhiêu ? Xin cả ơn",17/05/2016,https://medlatec.vn/hoi-dap/xet-nghiem-tong-quat-c28-q19051#traloi
Giải phẫu bệnh,Cắt chỉ,"Thưa bác sĩ, e mới phẫu thuật hạch cổ được 7 ngày, vết thương của e khô tốt k đau, nhưng sau khi cắt chỉ thì vết thương e đau nhiều, hơi sưng nhẹ. Vậy BS cho e hỏi như vậy có bình thường không ạ
Cám ơn BS",16/09/2020,https://medlatec.vn/hoi-dap/cat-chi-c28-q56598#traloi
Giải phẫu bệnh,Tiền ung thư cin 3,"Thưa bsi e e bị tiền ung thư ctc mức độ Cin 3. E vừa khoét chóp đc hơn 3 tuần. Kết qả of khoét chóp là cin 3.. ngoài vùng phẫu thuật cách bờ còn ngoài 1mm, trong 5mm, sâu 3mm. Bsi cho e hỏi bệh of e bây jo nv khoét chóp k hết pai lm ntn bây jo. Bv họ bảo e theo doi. 1 thời gian, mà e sợ bệh chuyển biến sang ung thư nên rất lo.",28/07/2020,https://medlatec.vn/hoi-dap/tien-ung-thu-cin-3-c28-q54508#traloi
Giải phẫu bệnh,Hẹp sau mổ trĩ,Bác sĩ cho e hỏi e phẫu thuật cắt trĩ longo được hơn 2 tháng và phát hiện bị hẹp bên trong khoảng 1 tháng nay. E thường sử dụng bơm ống nhỏ để đi được nhưng cũng khó đi. Phải rặn rất nhiều. Ngồi đi khoảng hơn 1 tiếng mới đi được. Có lần phải uống thuốc xổ phân. Cho e hỏi e phải làm sao giờ ạ?,08/07/2020,https://medlatec.vn/hoi-dap/hep-sau-mo-tri-c28-q53662#traloi
